seqnames	start	end	width	strand	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand.1	geneL	codingL	Geneid	subjectHits
chr12	42539512	42539512	1	*	0.210325950619559	0.210325950619559	90548	537791	537791	1	13	0.715424419294003	1	0.719500491052553	1	GXYLT1	NM_001099650 NM_173601 NP_001093120 NP_775872 XM_017019211 XP_016874700	promoter	promoter	839	NA	NA	NA	7	NA	-	63025	NA	283464	26157
chr5	176729012	176729012	1	*	0.210323230710294	0.210323230710294	334753	270012	270012	1	2	0.715487059255166	1	0.719563131013716	1	RAB24	NM_001031677 NM_130781 NP_001026847 NP_570137 NR_109789 NR_109790	inside intron	inside	1732	inside intron	-23	7	8	inside transcription region	-	2545	NA	53917	41783
chr6	28323405	28323405	1	*	0.210323230163194	0.210323230163194	341209	282789	282789	1	8	0.715487059255166	1	0.719563131013716	1	ZSCAN31	NM_001135215 NM_001135216 NM_001243241 NM_001243242 NM_001243243 NM_001243244 NM_030899 NM_145909 NP_001128687 NP_001128688 NP_001230170 NP_001230171 NP_001230172 NP_001230173 NP_112161 NP_665916 XM_005249295 XM_005249296 XM_011514807 XM_011514808 XM_011514809 XM_011514811 XM_011514812 XM_011514813 XM_017011196 XM_024446521 XM_024446522 XM_024446523 XP_005249352 XP_005249353 XP_011513109 XP_011513110 XP_011513111 XP_011513113 XP_011513114 XP_011513115 XP_016866685 XP_024302289 XP_024302290 XP_024302291 XR_002956295 XR_002956296	inside exon	inside	643	inside exon	0	2	8	5' UTR	-	31533	NA	64288	52558
chr4	165305754	165305754	1	*	0.210317445751143	0.210317445751143	309808	223782	223782	1	16	0.715627999167783	1	0.719699596643393	1	MARCHF1	NM_001166373 NM_017923 NP_001159845 NP_060393 XM_011532055 XM_017008334 XM_017008335 XM_017008336 XP_011530357 XP_016863823 XP_016863824 XP_016863825	promoter	promoter	1347	NA	NA	NA	8	NA	-	858957	NA	55016	43633
chr5	156886990	156886990	1	*	0.21031640765621	0.21031640765621	331731	264545	264545	1	15	0.715659319148365	1	0.719730916623975	1	NIPAL4	NM_001099287 NM_001172292 NP_001092757 NP_001165763 XM_011534552 XM_024446043 XP_011532854 XP_024301811	promoter	promoter	37	NA	NA	NA	5	NA	+	14703	NA	348938	31112
chr1	15573096	15573096	1	*	0.210310715024531	0.210310715024531	4769	11140	11140	1	12	0.715809207626863	1	0.719878567961002	1	FHAD1	NM_052929 NP_443161 XM_011540575 XM_011540576 XM_011540577 XM_011540580 XM_011540581 XM_011540582 XM_011540584 XM_011540588 XM_011540590 XM_011540592 XM_011540593 XM_011540595 XM_011540596 XM_011540597 XM_011540598 XM_017000198 XM_017000199 XM_017000200 XM_017000201 XM_017000202 XM_017000203 XM_017000204 XM_017000205 XM_017000206 XM_017000207 XM_017000208 XM_017000210 XM_017000211 XM_017000212 XM_017000213 XM_017000214 XM_024452887 XM_024452892 XM_024452898 XM_024452903 XM_024452908 XM_024452909 XM_024452912 XM_024452916 XM_024452918 XP_011538877 XP_011538878 XP_011538879 XP_011538882 XP_011538883 XP_011538884 XP_011538886 XP_011538890 XP_011538892 XP_011538894 XP_011538895 XP_011538897 XP_011538898 XP_011538899 XP_011538900 XP_016855687 XP_016855688 XP_016855689 XP_016855690 XP_016855691 XP_016855692 XP_016855693 XP_016855694 XP_016855695 XP_016855696 XP_016855697 XP_016855699 XP_016855700 XP_016855701 XP_016855702 XP_016855703 XP_024308655 XP_024308660 XP_024308666 XP_024308671 XP_024308676 XP_024308677 XP_024308680 XP_024308684 XP_024308686	promoter	promoter	672	NA	NA	NA	31	NA	+	150854	NA	114827	8218
chr19	48900058	48900058	1	*	0.210296433415582	0.210296433415582	203021	773511	773511	1	1	0.716171624545021	1	0.72022532488887	1	GRIN2D	NM_000836 NP_000827 XM_011526872 XP_011525174	inside intron	inside	1926	inside intron	1565	2	13	5' UTR	+	50056	NA	2906	27652
chr1	165414701	165414701	1	*	0.210286794807913	0.210286794807913	27058	56678	56678	1	15	0.716388627267623	1	0.720437853328531	1	RXRG	NM_001256570 NM_001256571 NM_006917 NP_001243499 NP_001243500 NP_008848 NR_033824	promoter	promoter	109	NA	NA	NA	2	NA	-	8427	NA	6258	51452
chr6	151814892	151814892	1	*	0.210286528859677	0.210286528859677	356297	318993	318993	1	13	0.716399812974973	1	0.720449039035882	1	CCDC170	NM_025059 NP_079335 XM_011536147 XM_011536148 XP_011534449 XP_011534450	promoter	promoter	283	NA	NA	NA	11	NA	+	127153	NA	80129	62138
chr4	165878742	165878742	1	*	0.210283583757538	0.210283583757538	309859	223855	223855	1	1	0.716466927219077	1	0.720516153279985	1	FAM218A	NM_153027 NR_160935	inside exon	inside	642	inside exon	0	1	1	3'UTR	+	2173	NA	152756	13381
chr14	81426234	81426234	1	*	0.210265288330281	0.210265288330281	125924	608537	608537	1	5	0.716833818420175	1	0.720876333056674	1	CEP128	NM_152446 NP_689659 NR_157142 XM_011536490 XM_011536491 XM_011536492 XM_011536493 XM_011536495 XM_017021042 XM_017021043 XP_011534792 XP_011534793 XP_011534794 XP_011534795 XP_011534797 XP_016876531 XP_016876532	promoter	promoter	406	NA	NA	NA	8	NA	-	59546	NA	145508	12031
chr8	102505556	102505556	1	*	0.21026152845692	0.21026152845692	396314	397677	397677	1	20	0.716900932664279	1	0.720938973017837	1	GRHL2	NM_001330593 NM_024915 NP_001317522 NP_079191 XM_011517306 XM_011517307 XM_024447286 XP_011515608 XP_011515609 XP_024303054	inside intron	inside	888	inside intron	-538	1	16	inside transcription region	+	177284	NA	79977	61851
chr7	63667446	63667446	1	*	-0.210260143083581	0.210260143083581	369484	345738	345738	1	11	0.716934489786331	1	0.720970292998418	1	ZNF735	NM_001159524 NP_001152996	promoter	promoter	135	NA	NA	NA	4	NA	+	13087	NA	730291	57992
chr9	111880232	111880232	1	*	0.210259760476017	0.210259760476017	411807	424067	424067	1	1	0.716938964069271	1	0.720974767281359	1	TMEM245	NM_001099734 NM_032012 NP_114401 XM_011518446 XM_011518447 XM_011518449 XM_011518451 XM_011518452 XM_017014571 XM_017014572 XP_011516748 XP_011516749 XP_011516751 XP_011516753 XP_011516754 XP_016870060 XP_016870061	inside intron	inside	1993	inside intron	1382	1	18	inside transcription region	-	104810	NA	23731	21638
chr2	177040938	177040938	1	*	0.210245982805814	0.210245982805814	230360	125003	125003	1	1	0.717287958138609	1	0.721314812784816	1	HAGLR	NR_033979 NR_110458 NR_110459 NR_110460 NR_110461 NR_110462 NR_110463 NR_110464 NR_110465 NR_110466 NR_110467 NR_110468	inside exon	inside	1903	inside exon	0	3	3	inside transcription region	-	4917	NA	401022	34020
chr16	84109061	84109061	1	*	0.210227042560151	0.210227042560151	159619	678691	678691	1	4	0.717748809281453	1	0.721762241078839	1	MBTPS1	NM_003791 NM_201268 NP_003782 XM_017023816 XM_017023817 XM_024450477 XP_016879305 XP_016879306 XP_024306245	promoter	promoter	23	NA	NA	NA	12	NA	-	21669	NA	8720	67613
chr12	101189608	101189608	1	*	0.210218389231371	0.210218389231371	98675	554431	554431	1	1	0.717938966306412	1	0.721950160962329	1	ANO4	NM_001286615 NM_001286616 NM_178826 NP_001273544 NP_001273545 NP_849148 XM_011537911 XM_011537912 XM_011537913 XM_011537914 XM_011537915 XM_011537916 XM_011537918 XM_017018808 XM_017018810 XM_017018811 XM_017018812 XM_017018813 XM_017018814 XM_017018815 XM_017018817 XM_024448841 XM_024448842 XP_011536213 XP_011536214 XP_011536215 XP_011536216 XP_011536217 XP_011536218 XP_011536220 XP_016874297 XP_016874299 XP_016874300 XP_016874301 XP_016874302 XP_016874303 XP_016874304 XP_016874306 XP_024304609 XP_024304610	inside intron	inside	1234	inside intron	-802	1	28	5' UTR	+	334045	NA	121601	9261
chr17	1946874	1946874	1	*	0.210209372366659	0.210209372366659	163147	687587	687587	1	5	0.718169391877834	1	0.7221694008264	1	OVCA2	NM_080822 NP_543012	close to 3'	close to 3'	1597	NA	NA	NA	2	NA	+	1448	NA	124641	9594
chr1	203594041	203594041	1	*	0.210204541813071	0.210204541813071	32317	65972	65972	1	1	0.718267826102519	1	0.722267835051085	1	ATP2B4	NM_001001396 NM_001365783 NM_001365784 NM_001684 NP_001001396 NP_001352712 NP_001352713 NP_001675	promoter	promoter	1874	NA	NA	NA	21	NA	+	117294	NA	493	38011
chr15	41952005	41952005	1	*	0.210202677367946	0.210202677367946	134349	626048	626048	1	12	0.718310331790451	1	0.722308103597547	1	MGA	NM_001080541 NM_001164273 NP_001074010 NP_001157745 XM_005254243 XM_005254244 XM_005254245 XM_005254246 XM_005254247 XM_005254248 XM_005254249 XM_005254252 XM_005254253 XM_005254254 XM_006720443 XM_006720445 XM_011521397 XM_011521398 XM_011521399 XM_011521400 XM_017022028 XM_017022029 XM_017022030 XM_017022031 XM_017022032 XP_005254300 XP_005254301 XP_005254302 XP_005254303 XP_005254304 XP_005254305 XP_005254306 XP_005254309 XP_005254310 XP_005254311 XP_006720506 XP_006720508 XP_011519699 XP_011519700 XP_011519701 XP_011519702 XP_016877517 XP_016877518 XP_016877519 XP_016877520 XP_016877521 XR_001751172 XR_002957629 XR_002957630	promoter	promoter	605	NA	NA	NA	23	NA	+	109531	NA	23269	20320
chr11	73498278	73498278	1	*	0.210195223045058	0.210195223045058	75250	508698	508698	1	12	0.71848259168365	1	0.722478126349276	1	MRPL48	NM_001030046 NM_001318498 NM_001318499 NM_001318500 NM_016055 NP_001305427 NP_001305428 NP_001305429 NP_057139 NR_134658 NR_134659 NR_134660 NR_134661 XM_017017919 XP_016873408	promoter	promoter	639	NA	NA	NA	9	NA	+	76739	NA	51642	40590
chr1	27941866	27941866	1	*	0.210193676396109	0.210193676396109	8743	19169	19169	1	4	0.718518385947172	1	0.722513920612798	1	FGR	NM_001042729 NM_001042747 NM_005248 NP_001036194 NP_001036212 NP_005239 XM_006710452 XM_011541010 XM_011541011 XM_011541012 XM_011541013 XM_011541014 XM_017000673 XM_017000674 XP_006710515 XP_011539312 XP_011539313 XP_011539314 XP_011539315 XP_011539316 XP_016856162 XP_016856163 XR_946583	inside intron	inside	308	inside intron	78	1	5	inside transcription region	-	3373	NA	2268	18551
chr7	83271654	83271654	1	*	0.210185124479265	0.210185124479265	371983	350230	350230	1	2	0.718748811518594	1	0.722739871901279	1	SEMA3E	NM_001178129 NM_012431 NP_001171600 NP_036563	promoter	promoter	907	NA	NA	NA	17	NA	-	277525	NA	9723	72369
chr16	1934273	1934273	1	*	0.210177810072935	0.210177810072935	146797	651554	651554	1	4	0.718907648562972	1	0.722896471804187	1	LINC00254	NR_033914	promoter	promoter	41	NA	NA	NA	3	NA	-	5946	NA	64735	53381
chr1	248019761	248019761	1	*	0.210152941555992	0.210152941555992	40211	80378	80378	1	7	0.719500491052553	1	0.723478128586417	1	TRIM58	NM_015431 NP_056246	promoter	promoter	740	NA	NA	NA	6	NA	+	22937	NA	25893	23097
chr21	37506839	37506839	1	*	0.210146169769653	0.210146169769653	254645	808589	808589	1	10	0.719657090955461	1	0.723632491347855	1	CBR3	NM_001236 NP_001227 XM_011529772 XP_011528074	promoter	promoter	424	NA	NA	NA	3	NA	+	11597	NA	874	67673
chr7	73442041	73442041	1	*	0.210138128278835	0.210138128278835	370684	347971	347971	1	8	0.71982711370719	1	0.723798039816644	1	ELN	NM_000501 NM_001081752 NM_001081753 NM_001081754 NM_001081755 NM_001278912 NM_001278913 NM_001278914 NM_001278915 NM_001278916 NM_001278917 NM_001278918 NM_001278939 NP_000492 NP_001075221 NP_001075222 NP_001075223 NP_001075224 NP_001265841 NP_001265842 NP_001265843 NP_001265844 NP_001265845 NP_001265846 NP_001265847 NP_001265868 XM_005250187 XM_005250188 XM_011515868 XM_011515869 XM_011515870 XM_011515871 XM_011515872 XM_011515873 XM_011515874 XM_011515875 XM_011515876 XM_011515877 XM_017011813 XM_017011814 XP_005250244 XP_005250245 XP_011514170 XP_011514171 XP_011514172 XP_011514173 XP_011514174 XP_011514175 XP_011514176 XP_011514177 XP_011514178 XP_011514179 XP_016867302 XP_016867303	promoter	promoter	386	NA	NA	NA	32	NA	+	41809	NA	2006	16563
chr2	163009036	163009036	1	*	0.210123085953634	0.210123085953634	228503	121432	121432	1	10	0.720196242049759	1	0.724153745310392	1	GCG	NM_002054 NP_002045	promoter	promoter	122	NA	NA	NA	6	NA	-	9535	NA	2641	24315
chr2	73497077	73497077	1	*	0.210116527121727	0.210116527121727	217983	102409	102409	1	3	0.720352841952667	1	0.72430139664742	1	FBXO41	NM_001080410 NM_001371389 NP_001073879 NP_001358318 XM_005264158 XM_011532563 XM_017003421 XM_017003422 XM_017003423 XP_005264215 XP_011530865 XP_016858910 XP_016858911 XP_016858912	promoter	promoter	229	NA	NA	NA	12	NA	-	15038	NA	150726	13031
chr19	47730821	47730821	1	*	0.210115883255796	0.210115883255796	202624	772649	772649	1	1	0.720370739084428	1	0.724317056637711	1	MIR3191	NR_036159	promoter	promoter	545	NA	NA	NA	1	NA	-	75	NA	100422832	1516
chr12	105478590	105478590	1	*	0.210101958336425	0.210101958336425	99311	555629	555629	1	20	0.720677227465833	1	0.724612359311766	1	ALDH1L2	NM_001034173 NP_001029345 NR_027752 XM_011537986 XM_011537988 XM_011537989 XM_017018889 XM_017018890 XP_011536288 XP_011536290 XP_011536291 XP_016874378 XP_016874379	promoter	promoter	249	NA	NA	NA	23	NA	-	64779	NA	160428	14128
chr13	54388298	54388298	1	*	0.210096934464044	0.210096934464044	111272	579894	579894	1	1	0.720775661690518	1	0.724710793536451	1	LINC00558	NR_047488	promoter	promoter	1256	NA	NA	NA	6	NA	+	60700	NA	100861552	3324
chr5	54528100	54528100	1	*	0.210095651484853	0.210095651484853	318710	240540	240540	1	7	0.72080921881257	1	0.724739876375562	1	CCNO	NM_001024592 NM_021147 NP_066970 NR_125346 NR_125347 NR_125348	inside intron	inside	1325	inside intron	88	2	3	inside transcription region	-	2444	NA	10309	4384
chr14	63671356	63671356	1	*	0.210084881308307	0.210084881308307	122232	601744	601744	1	13	0.721091098637805	1	0.725019519059327	1	RHOJ	NM_020663 NP_065714 XM_006720214 XM_011536993 XP_006720277 XP_011535295 XR_245708 XR_245709	inside exon	inside	254	inside exon	0	1	5	5' UTR	+	89128	NA	57381	48339
chr12	53730421	53730421	1	*	0.210074817394626	0.210074817394626	92856	542940	542940	1	12	0.721343895623928	1	0.725265604621039	1	SP7	NM_001173467 NM_001300837 NM_152860 NP_001166938 NP_001287766 NP_690599 XM_011537900 XP_011536202	promoter	promoter	417	NA	NA	NA	3	NA	-	9644	NA	121340	9222
chr5	43397230	43397230	1	*	0.210073561636252	0.210073561636252	318044	239348	239348	1	13	0.721375215604509	1	0.725296924601621	1	CCL28	NM_001301873 NM_001301874 NM_001301875 NM_019846 NM_148672 NP_001288802 NP_001288803 NP_001288804 NP_683513 XR_241706 XR_427660 XR_925633	inside exon	inside	0	inside exon	0	1	3	5' UTR	-	15630	NA	56477	46979
chr8	145729373	145729373	1	*	0.210065114542165	0.210065114542165	403281	410168	410168	1	21	0.72158998118564	1	0.725504978758342	1	GPT	NM_005309 NP_005300 XM_011516993 XP_011515295	promoter	promoter	92	NA	NA	NA	11	NA	+	3090	NA	2875	27360
chr5	191793	191793	1	*	0.210059227953284	0.210059227953284	312648	229080	229080	1	16	0.721721972532377	1	0.725634732963608	1	LRRC14B	NM_001080478 NP_001073947	inside exon	inside	167	inside exon	0	1	2	inside transcription region	+	3842	NA	389257	33072
chr11	27015991	27015991	1	*	0.210049673603761	0.210049673603761	66931	489683	489683	1	8	0.72196582095262	1	0.72586963281797	1	FIBIN	NM_203371 NP_976249	inside exon	inside	363	inside exon	0	1	1	5' UTR	+	3004	NA	387758	32761
chr16	2262804	2262804	1	*	0.210044565914347	0.210044565914347	146984	652268	652268	1	2	0.722093338016416	1	0.725994912740297	1	BRICD5	NM_182563 NP_872369	promoter	promoter	1735	NA	NA	NA	5	NA	-	1706	NA	283870	26307
chr4	154605094	154605094	1	*	0.210041807948549	0.210041807948549	309008	222321	222321	1	10	0.72216268940199	1	0.726064264125871	1	TLR2	NM_001318787 NM_001318789 NM_001318790 NM_001318791 NM_001318793 NM_001318795 NM_001318796 NM_003264 NP_001305716 NP_001305718 NP_001305719 NP_001305720 NP_001305722 NP_001305724 NP_001305725 NP_003255 XM_011532215 XM_011532216 XM_017008573 XM_017008574 XM_017008575 XM_017008576 XP_011530517 XP_011530518 XP_016864062 XP_016864063 XP_016864064 XP_016864065	promoter	promoter	347	NA	NA	NA	3	NA	+	21801	NA	7097	56730
chr14	85859938	85859938	1	*	0.210039142384809	0.210039142384809	126158	608883	608883	1	6	0.722214143655802	1	0.726115718379683	1	LINC00911	NR_102737 NR_102738	promoter	promoter	285	NA	NA	NA	3	NA	+	26195	NA	100996280	3534
chr8	107718491	107718491	1	*	0.209997233709227	0.209997233709227	397051	398904	398904	1	1	0.723236517307645	1	0.727120194899765	1	OXR1	NM_001198532 NM_001198533 NM_001198534 NM_001198535 NM_018002 NM_181354 NP_001185461 NP_001185462 NP_001185463 NP_001185464 NP_060472 NP_851999 XM_006716595 XM_017013589 XM_017013590 XM_017013591 XM_017013592 XM_017013593 XM_017013594 XM_017013595 XM_017013596 XM_017013597 XM_017013598 XM_017013599 XM_017013600 XP_006716658 XP_016869078 XP_016869079 XP_016869080 XP_016869081 XP_016869082 XP_016869083 XP_016869084 XP_016869085 XP_016869086 XP_016869087 XP_016869088 XP_016869089 XR_001745546 XR_001745547 XR_001745548	promoter	promoter	119	NA	NA	NA	7	NA	+	46311	NA	55074	43805
chr17	4634072	4634072	1	*	0.209990692144566	0.209990692144566	163995	689545	689545	1	16	0.723379694361732	1	0.727261134812382	1	MED11	NM_001001683 NM_001305000 NP_001001683 NP_001291929	promoter	promoter	651	NA	NA	NA	3	NA	+	2173	NA	400569	33870
chr11	26355628	26355628	1	*	0.209969212649067	0.209969212649067	66889	489621	489621	1	1	0.723934505446321	1	0.72779804876521	1	ANO3	NM_001313726 NM_001313727 NM_031418 NP_001300655 NP_001300656 NP_113606 XM_011520282 XM_017018118 XM_017018119 XP_011518584 XP_016873607 XP_016873608	inside intron	inside	1950	inside intron	-1759	1	27	inside transcription region	+	331158	NA	63982	52089
chr4	158141076	158141076	1	*	0.209947013928393	0.209947013928393	309336	222987	222987	1	13	0.724520636511491	1	0.728366282698619	1	GRIA2	NM_000826 NM_001083619 NM_001083620 NP_000817 NP_001077088 NP_001077089 XR_001741212	promoter	promoter	219	NA	NA	NA	16	NA	+	145931	NA	2891	27424
chr7	2719263	2719263	1	*	0.209946006032408	0.209946006032408	361203	330096	330096	1	3	0.724536296501782	1	0.72838194268891	1	AMZ1	NM_001284355 NM_001321766 NM_133463 NP_001271284 NP_001308695 NP_597720 XM_011515150 XM_011515151 XM_017011774 XM_017011775 XM_017011776 XP_011513452 XP_011513453 XP_016867263 XP_016867264 XP_016867265	inside exon	inside	100	inside exon	0	1	7	5' UTR	+	35906	NA	155185	13668
chr12	9217669	9217669	1	*	0.209926770041885	0.209926770041885	86873	531148	531148	1	12	0.724970301946984	1	0.728802525285291	1	LINC00612	NM_001039381 NR_034140	promoter	promoter	3	NA	NA	NA	3	NA	-	9481	NA	253128	22019
chr1	26185386	26185386	1	*	0.209926760427554	0.209926760427554	8150	17754	17754	1	14	0.724970301946984	1	0.728802525285291	1	AUNIP	NM_001287490 NM_024037 NP_001274419 NP_076942	inside intron	inside	462	inside intron	384	1	3	inside transcription region	-	25351	NA	79000	59720
chr6	106957497	106957497	1	*	0.209916421172998	0.209916421172998	350465	308742	308742	1	9	0.725252181772219	1	0.729075456544646	1	CRYBG1	NM_001371242 NM_001624 NP_001358171 NP_001615 XM_017010333 XP_016865822	promoter	promoter	1808	NA	NA	NA	20	NA	+	59029	NA	202	16777
chr9	111870842	111870842	1	*	0.209904393331734	0.209904393331734	411802	424062	424062	1	1	0.725527350173043	1	0.729339439238119	1	TMEM245	NM_001099734 NM_032012 NP_114401 XM_011518446 XM_011518447 XM_011518449 XM_011518451 XM_011518452 XM_017014571 XM_017014572 XP_011516748 XP_011516749 XP_011516751 XP_011516753 XP_011516754 XP_016870060 XP_016870061	inside exon	inside	8	inside exon	0	1	16	inside transcription region	-	93435	NA	23731	21637
chr18	44336399	44336399	1	*	0.209864491945964	0.209864491945964	186028	736740	736740	1	1	0.726583280946937	1	0.730355101465551	1	ST8SIA5	NM_001307986 NM_001307987 NM_013305 NP_001294915 NP_001294916 NP_037437 XM_017025715 XM_017025716 XP_016881204 XP_016881205	inside exon	inside	640	inside exon	0	1	4	inside transcription region	-	65626	NA	29906	28248
chr5	137224284	137224284	1	*	0.209856935188802	0.209856935188802	328059	256951	256951	1	11	0.726782386537777	1	0.730551969914922	1	PKD2L2	NM_001258448 NM_001258449 NM_001300921 NM_014386 NP_001245377 NP_001245378 NP_001287850 NP_055201 XM_011543318 XM_011543321 XM_017009343 XM_017009344 XM_017009345 XM_024446025 XM_024446026 XM_024446027 XM_024446028 XP_011541620 XP_011541623 XP_016864832 XP_016864833 XP_016864834 XP_024301793 XP_024301794 XP_024301795 XP_024301796	promoter	promoter	841	NA	NA	NA	15	NA	+	53309	NA	27039	24942
chr2	218899578	218899578	1	*	0.209856581590625	0.209856581590625	235265	133522	133522	1	2	0.726786860820718	1	0.730556444197862	1	RUFY4	NM_198483 NP_940885 NR_034176 XM_011511014 XM_017003895 XM_017003896 XM_017003897 XP_011509316 XP_016859384 XP_016859385 XP_016859386	promoter	promoter	79	NA	NA	NA	14	NA	+	55647	NA	285180	26828
chr12	10364408	10364408	1	*	0.209842783922134	0.209842783922134	87113	531617	531617	1	22	0.727115720616825	1	0.730871881145148	1	GABARAPL1	NM_001363598 NM_031412 NP_001350527 NP_113600	promoter	promoter	1081	NA	NA	NA	6	NA	+	10235	NA	23710	21634
chr2	50574518	50574518	1	*	0.209842153302349	0.209842153302349	214757	96590	96590	1	13	0.727129143465645	1	0.730885303993969	1	NRXN1	NM_001135659 NM_001320156 NM_001320157 NM_001330077 NM_001330078 NM_001330079 NM_001330081 NM_001330082 NM_001330083 NM_001330084 NM_001330085 NM_001330086 NM_001330087 NM_001330088 NM_001330089 NM_001330090 NM_001330091 NM_001330092 NM_001330093 NM_001330094 NM_001330095 NM_001330096 NM_001330097 NM_004801 NM_138735 NP_001129131 NP_001307085 NP_001307086 NP_001317006 NP_001317007 NP_001317008 NP_001317010 NP_001317011 NP_001317012 NP_001317013 NP_001317014 NP_001317015 NP_001317016 NP_001317017 NP_001317018 NP_001317019 NP_001317020 NP_001317021 NP_001317022 NP_001317023 NP_001317024 NP_001317025 NP_001317026 NP_004792 NP_620072	inside exon	inside	376	inside exon	0	1	6	5' UTR	-	429251	NA	9378	70946
chr12	9268793	9268793	1	*	0.209826612168764	0.209826612168764	86892	531184	531184	1	9	0.727527354647326	1	0.731270092326828	1	A2M	NM_000014 NM_001347423 NM_001347424 NM_001347425 NP_000005 NP_001334352 NP_001334353 NP_001334354 XM_006719056 XP_006719119	promoter	promoter	235	NA	NA	NA	35	NA	-	48254	NA	2	16431
chr9	125133121	125133121	1	*	0.209825333909339	0.209825333909339	413690	427095	427095	1	11	0.727563148910848	1	0.73130588659035	1	PTGS1	NM_000962 NM_001271164 NM_001271165 NM_001271166 NM_001271367 NM_001271368 NM_080591 NP_000953 NP_001258093 NP_001258094 NP_001258095 NP_001258296 NP_001258297 NP_542158 XM_005252105 XM_011518875 XM_011518876 XM_024447614 XM_024447615 XP_005252162 XP_011517177 XP_011517178 XP_024303382 XP_024303383	promoter	promoter	163	NA	NA	NA	11	NA	+	24698	NA	5742	48411
chr17	49242821	49242821	1	*	0.209819346229743	0.209819346229743	174156	712600	712600	1	18	0.727706325964935	1	0.731444589361497	1	NME2	NM_001018137 NM_001018138 NM_001018139 NM_001198682 NM_002512 NP_001018147 NP_001018148 NP_001018149 NP_001185611 NP_002503	inside exon	inside	25	inside exon	0	1	5	5' UTR	+	6309	NA	4831	37670
chr9	136345158	136345158	1	*	0.209806028648004	0.209806028648004	416778	432650	432650	1	2	0.728044134326922	1	0.731773449157604	1	SLC2A6	NM_001145099 NM_017585 NP_001138571 NP_060055 XM_011518189 XM_017014236 XM_017014237 XM_017014238 XP_011516491 XP_016869725 XP_016869726 XP_016869727 XR_001746172 XR_001746173 XR_001746174 XR_001746175	promoter	promoter	882	NA	NA	NA	4	NA	-	3754	NA	11182	7238
chr3	100353884	100353884	1	*	0.20980092061106	0.20980092061106	279384	167851	167851	1	6	0.728173888532189	1	0.731898729079931	1	ADGRG7	NM_001308362 NM_032787 NP_001295291 NP_116176 XM_011513245 XP_011511547	promoter	promoter	558	NA	NA	NA	10	NA	+	59881	NA	84873	66235
chr16	2033413	2033413	1	*	0.20979806570631	0.20979806570631	146847	651743	651743	1	3	0.728232054210412	1	0.731956894758154	1	GFER	NM_005262 NP_005253	promoter	promoter	737	NA	NA	NA	3	NA	+	3600	NA	2671	24592
chr7	75369197	75369197	1	*	0.20977867920212	0.20977867920212	371056	348638	348638	1	2	0.728697379636196	1	0.732402085910707	1	HIP1	NM_001243198 NM_005338 NP_001230127 NP_005329 XM_005250304 XM_005250305 XM_011516116 XM_017012099 XP_005250361 XP_005250362 XP_011514418 XP_016867588	promoter	promoter	914	NA	NA	NA	29	NA	-	205664	NA	3092	28859
chr10	50816854	50816854	1	*	0.20977106022145	0.20977106022145	48008	450778	450778	1	14	0.728887536661156	1	0.732592242935666	1	CHAT	NM_001142929 NM_001142933 NM_001142934 NM_020549 NM_020984 NM_020985 NM_020986 NP_001136401 NP_001136405 NP_001136406 NP_065574 NP_066264 NP_066265 NP_066266	promoter	promoter	287	NA	NA	NA	15	NA	+	56009	NA	1103	6679
chr8	90998279	90998279	1	*	0.20976557167223	0.20976557167223	394679	394726	394726	1	2	0.729026239432303	1	0.732726471423873	1	NBN	NM_001024688 NM_002485 NP_001019859 NP_002476 XM_011517045 XM_011517046 XM_017013460 XM_017013462 XM_024447163 XM_024447164 XM_024447165 XP_011515347 XP_011515348 XP_016868949 XP_016868951 XP_024302931 XP_024302932 XP_024302933	promoter	promoter	1380	NA	NA	NA	16	NA	-	51335	NA	4683	37123
chr22	17679799	17679799	1	*	0.20974847869674	0.20974847869674	257814	814958	814958	1	3	0.729460244877505	1	0.733149291161725	1	ADA2	NM_001282225 NM_001282226 NM_001282227 NM_001282228 NM_001282229 NM_017424 NM_177405 NP_001269154 NP_001269155 NP_001269156 NP_001269157 NP_001269158 NP_803124 XM_006724080 XM_011546133 XP_006724143 XP_011544435	inside intron	inside	746	inside intron	639	1	7	inside transcription region	-	20353	NA	51816	40912
chr17	17723235	17723235	1	*	0.209743041521119	0.209743041521119	166858	696157	696157	1	2	0.729601184790123	1	0.733281282508462	1	SREBF1	NM_001005291 NM_001321096 NM_004176 NP_001005291 NP_001308025 NP_004167 XM_017024970 XM_017024971 XM_024450893 XM_024450894 XM_024450895 XP_016880459 XP_016880460 XP_024306661 XP_024306662 XP_024306663 XR_002958058	inside exon	inside	943	inside exon	0	1	17	5' UTR	-	9515	NA	6720	55246
